text,label
"Thanks for the update. However, I find the payroll limitations within each plan frustrating. As a small business with two employees, the need to upgrade to the third tier just to add a part-time hire feels restrictive. It does not seem like adding an extra employee to payroll would significantly impact Xero’s costs, yet it forces small businesses like ours into a higher-priced plan.",1
"I totally agree with Joana. It appears that I will have to move to Xero Ultimate just to run a payroll for 6 people? I don't need a lot of the other added features, just a basic package with the ability to add more people to the payroll.",1
"I too am being forced from a Standard plan to the Ultimate just because I have 8 employees. This is basically 50% more than I am currently paying.  Our current plan allows for additional staff members at a realistic cost, so cannot see why this feature cannot be continued.  I will be forced to pay for Analytics, Multiple Currencies (asphalt contractor, bit hard to export!!), and Projects which we also do not use. We will never need any of these features.  Please add back the ability to have more employees without being ripped off for products that aren't applicable to us.",1
This was announced that you would be reverting the payroll pricing in December 2024 yet here we are in April 2025 and still no update on this. That is a lot of money people have practically wasted waiting on this being corrected. Any further forward with this before people start leaving Xero completely,0
"Please allow us to have payroll access and pay for extra staff as needed instead of forcing us onto Ultimate. I have 6 employees and only use payroll, vat and accounting. Standard plus payroll 1..x should be an option.",2
"This is a really ****** way to treat small business. I run a two person  show and are now being forced onto the grow plan. I just need the payroll. I have no interest in invoicing or expenses.

Man, how I loved xero, now every time I load it up I just think how I am paying double+ for no extra value. Its a pure money grab.

Hopefully my anger subsides, but will be looking at other options, which I know my accountant will not be happy with.",0
"Hi Kelly,
Capital and Tax Losses brought forward.
All types of returns.
P.s. why would you rollover the Losses Schedule from the prior year into a Losses Worksheet this year? Why not roll it into a Losses Schedule? The way Xero works with Losses/Schedule/Worksheets is so silly. E.g. if I have a small amount of carried forward capital losses in a trust return, it will carry over the losses as brought forward losses to the current year return, I can even edit this, but if there is a small capital gain in the year and some losses recouped, I can't adjust the carried forward losses without creating a losses schedule or worksheet (even though the ATO tax return instructions say I don't have to add a losses schedule or worksheet to the return!).",1
I need to know this information so that my firm can maintain its discount,2
"In the new invoicing mode, when you copy an invoice for a customer, those customer's default payment terms (default due date) is not used. Can this be rectified? Have been using the old invoicing style to copy invoices to date, concerned that using the old invoicing is being deactivated shortly.",2
"Another month-end with more incorrect VAT rates on invoices going out to clients - this is so frustrating and not something that we had problems with previously!

Please can you review this request again - what is the point in setting defaults in contacts, when they only work on new invoices? Copying prior invoices is so important when you have repeating business, we use this every time we raise an invoice and for it to not be using the defaults as set against the contact is causing so many issues - VAT being the major one!",1
When copying a new sales invoice from a previous invoice the due date defaults to company settings rather than contact settings - this is inconvenient to say the least as you can't remember the payment terms for every customer - that is the whole point of being able to to set default terms.,2
"Ongoing issue with ""new invoicing"" since we changed over in July 2024:

When we copy an invoice to create a new invoice, there is still the issue of Xero automatically calculating to our company's 14 days payment terms from invoice date, not the client's eg: 30 days from invoice date (which is already set up in Xero against the client). We have a large number of clients with a variety of different payment terms (which are entered in against the individual contact in Xero).

All Xero has done is add a warning box to say ""defaults"" won't automatically be copied across & the only way to fix it is to remove the client completely & then add them back in again.

This is just making the invoicing process take longer which is extremely frustrating & very time consuming having to re-calculate each one (due to the high number of daily invoices).

This was never an issue with Classic invoicing. It would automatically update the due date based on the individual client's payment terms. Classic invoicing would also re-calculate the due date when the invoice date changed when draft invoices were ready to be sent.",1
I believe this has been fixed!!  I just ran invoices this morning and it looks like the payment terms of the client are updating in the copy to draft option.,3
"Jodi Herbein,

Yes, I checked it. And the payment terms were applied correctly! However, the warning pop-up window is still there. Maybe they forgot to remove it?",3
"I do not understand why the development team didn't notice this issue in testing. I use this function on the daily and it drives me mad having to drag across the text to scroll over, it needs to be fixed ASAP.",1
This has slowed down our processing time. Please address.,2
Surely it can auto-size so that we can actually see it all on the one screen.  Just a coding issue.,2
"I'd also like to add: you can't scroll without using a mouse UNLESS you have tabbed in to the list, which is not something you'd do if you were scanning a list that is currently in the foreground. If you use the arrow keys on your keyboard to attempt to scroll the list that is in the foreground without having tabbed into the list, all it does is scroll the whole page. You can't tell that the keyboard interaction focus point is still on the background and not the window that just popped up. It's not meeting Accessibility requirements.",2
Another example of making the product worse & take more time than it did with the old system.  The ability to create a bill or invoice that adds up to $0 is essential!,1
"We have been promised this is 'coming' (2 employees/payroll in Grow) but it hasn't happened as yet. I'm sick of  small businesses like ours being ripped off.  I just had to upgrade to Comprehensive for a couple of months, just so I could pay a 2nd worker.  Now we learn Comprehensive is going up in price to $100/month.  It's really too much for a small business like ours that will never have more than a couple of employees.  I guess Xero only really cares about the bigger fish.",1
Same comment here. We'd like to be able to add multiple lines in one go.,2
"Yep, same here. We asked for the add lines function that was previously available to be reinstated. And yet again we're being asked to 'vote'/beg for it.
Sure, having an add lines button is progress, but really Xero? Really?",1
Same comment here. We'd like to be able to add multiple lines in one go.,2
"please bring back to add multiple lines, I use this in the everyday invoice and its taking double the time because I have to add these individually.",2
"One of the dumbest moves ever when you removed it. Put it back and give us back all the things you took away when you forced us to use this ""new"" invoicing dog's breakfast.",1
"With new invoicing  for 20 additional lines I have to click 20 times ""add row"", when previously one click would do it. This is the improved version?",1
"Quite unbelievable that you would remove the option for adding multiple lines in invoicing, but have it remained for entering bills. Backward move on the part of Xero designers and clearly not listening to the needs of many. Please return to the option you can add 5, 10 or 20 lines.",2
Just add the multiple lines in for Invoicing.  Why do we need to keep commenting before this is implemented - Xero get your act together.,1
"As per the consensus in these comments, please please please add back in the 5, 10 & 20 addition lines.  Even if you only add the 20 line option it would save so much work.  This is just bonkers Xero!!",1
"Bring back date entry the same as classic invoicing - so annoying have the dropdown calendar every time and why has the ability to use . instead of / on date entry - which is much easier input.
Seems to be that the most popular thing to do is revert it back to classic invoicing permanently.",2
Adding a payment is such a waste of time. Before I can just type the date then tab to the account and finish entering a payment without any clicking with the mouse. Now the new invoicing is so annoying. can't be more disappointing with the dropdown menu.,2
"And please allow ""."" as a date separator, not just ""/"".",2
"And move the Add Payment function back to the invoice screen.  Why must we open another window, with ANOTHER mouse click, to add the payment.  And, also, if it has to remain a separate window don't shade out the window behind.  it's so faint that I can't see the invoice date very well (in the small font that I have to use in order to see the entire invoice window on my screen...another complaint about this terrible system).",1
Sorry Xero but this is so important in new invoicing. I see it can now be done with payment. Why not the invoicing,1
This is driving me mad.  Why can't I type it in,1
Surely there are enough complaints about the new invoicing that either the old classic should be re-activated or all the issues rectified without delay.  This has got to be the most user unfriendly program I've ever had to work with.,1
"I just joined, fleeing from QBO. Is there really no selection for 30 day terms?",2
"@THOMAS ROGERS - you can define 1 default payment term (like 30 days) in the overall invoice settings, but it will use that for all invoices automatically, but you can change the due date to whatever you want.

Otherwise, the pre-selected options are 7 Days or 14 Days, or 1st of next Month, 20th of next Month, End of next Month. Kind of strange options, especially for the US subscription, as these are not really standard payment terms in the US. 

We need 30, 45, 60, 90",2
"The expenses facility is really poor! At present, you can’t search through expenses, you can’t see all within a time period (only add 20 at a time to the view), the order in which they appear is nonsensical… it’s all very poor for an important business tool!",1
"this is much needed....right now i can't filter my expenses by date, payee, or anything else. Plus they are listed in a seemingly random order rather than sorted by date",2
"@Kelly Munro, WCAG 2.2 success criteria 2.1.1 2.1.2 and 2.1.3 require that _all_ functions be just as functional with a keyboard as they are with a mouse. Having functionality that only works with a mouseclick means that this part of the program is not Accessible. Please escalate to the Accessibility team.",1
We are looking to implement payday super in the near future too. Would be great to see this implemented in Xero's payroll before it is legislated.,2
"QB has this feature in their payrun, it makes it superfast and easy to process for payday super",2
I can't believe this has not already been done.,2
"I've noted that there is a shortcut to the super payment page available in new payruns - once the payrun has been posted, there's some extra buttons, once of which has a dropdown with a link that currently takes you to the super payment page (you still have to do the super run as normal, but if you're doing that with every payrun, it's already halfway to marking this idea as delivered)",3
"Regardless of when you process the super payment from Xero, I've noticed it takes a week to hit the employees super account which is slow. Payday super states it needs to be there within 7 days so wonder how prompt this will be once the payment volume increases when payday super starts 1Jul. MYOB was similar so they need to improve the processing speed.",2
we have 500 sales invoices per week that are automatically entered from WooCommerce.  I have to open each one confirm which account received the money and update.  This is at least one hour per week and is not needed by me.,1
"New Invoicing change - I now have to click in Contact Field of every Invoice.

Has Xero made a change here?
 
When I create a new invoice, it used to automatically take me to the Contact field so that I can add the contact.
 
I now have to Click in the contact field for me to input a contact for the invoice...
 
This is messing with my muscle memory again...I thought Xero were trying for less clicks, not more clicks?

Am I going insane?",1
"I hope this is fixed soon as I can be typing 'nowhere' only to realise I have to select the field manually, I much prefer when the Contact field is automatically selected when creating a new invoice!",2
"The new system is very tedious in general, takes longer all around. Working on it all day is tiring compared to the old layout.",1
"Why has this issue cropped up, and not been fixed?! Basic programming!!",1
Can you also correct the cursor position in the price box - it defaults to the end of the placeholder 0.00 figure so for example when you start typing $100 you end up with 0.00100 instead. Have to remember to correct the cursor position before entering every figure which is time consuming and ridiculous.,1
"I created a help ticket for this problem. It seems that their Auto-save feature is causing them problems, which is very frustrating because the auto- save feature is causing a lot of users problems too. Below is the reply I got:

Hi Ross

Thank you for giving access to your organisation.

We understand if the cursor starts with the contact name that would be convenient. In the new invoicing, the cursor doesn't start with the contact name because once you enter the contact name, the invoice will be automatically saved as a draft.


If the other information, such as description, price, quantity have been entered but the contact name hasn't been selected yet, in this case, if users cancel out this page or exit it, this invoice will not be recorded as a draft.

We can see this is a request that's already been raised with us and our Product Team is working on it according to the idea status. Our community manager has also commented in the post. Xero Product Ideas is a Xero website where our customers can share and support ideas for change.",2
"Another example of inadequate beta testing and premature release of an ""upgraded"" feature.  It is increasingly apparent that the UI is designed and built by people with no first-hand experience in using their product.",1
This is a failure of WCAG success criterion 2.1 and needs to be reported to accessibility@xero.com,1
"If this is not resolved , I will be shopping for an accounting system that automatically retrieves monthly bank statements",0
"ladan sheybani commented
""If this is not resolved , I will be shopping for an accounting system that automatically retrieves monthly bank statements""

Xero can automatically retrieve bank statement transactions daily, via Bank Feeds. 
So I don't understand your problem. Is it something else?",3
My Bookeeper needs bank statements she says,2
Analytics are amazing but can add confusion for clients so having the fav reports primary they do not get lost in the menu. love the analytics reports and educating the clients more around them,3
The thing you use the most should be the first option you get to. Reports are king so should be at the top or let us edit the order,2
Totally agree with this.  Would be really useful.,3
"This is the single WORST thing Xero can do. NOWHERE ON EARTH uses a Gregorian Calendar of Monday-Sunday. ENDLESS errors are being made - and WHY?
Why in the heck would your team think fixing the absolute UNIVERSAL standard of a Gregorian calendar display is a good idea?
PUT IT BACK TO SUNDAY - SATURDAY.
I can't believe that anyone at Xero thinks this is helpful.",0
I could not have said this any better.  All of our program calendar dates are Sunday to Saturday and now everyone in our office has to remember Xero dates are different.  This is causing huge dating errors. Please change it back or if anything make an option to be able to change the date options that work best for the company.,1
"Thank you so much Brandi and everyone else! 

Kelly, I really hope you will be able to get your product team to take this seriously. I believe this will gain quite a bit of support once business owners have time to reach out. I honestly thought it was a mistake (a glitch that would go away). When I was informed that this was intentional and there was no plan to change it back, I was shocked. This is making our day to day operations very difficult. 

Thank you for taking this under serious consideration! I am really trying to be hopeful your team can work quickly on this.",2
I agree its caused errors here to and we just want it back to the Sunday,2
Absolutely agree this should be 'put back to how it was',2
"Unfortunately this has come up again for me also.
as Brandy says, every other piece of software we use starts the week on Sunday, and if it doesn't it has an option in settings to change it.
Invoicing is no ones favorite thing to do, so when you do it you are running on memory and just flicking through it as quick as you can.
Every time the date field comes up in invoices on Xero, my brain registers that it doesn't look right, and distracts me to the point that it makes me stop and look, this is time wasting, and invoicing is NOT billable time for any business other than a bookkeeper.
I was of the impression that putting up with the massive change we just had to the ""New"" Xero, that it was to save us time, which now that I am used to it and some awesome changes have been made, but now we have taken a massive step backwards.
Then once I have done a few hours of Invoicing, I need to put in the Suppliers invoices and it is all different again, are you lot intentionally out to create stress in our lives? Like running a business doesn't already take care of that?

We need more than just putting it to the team, this needs to be either turned back or a selection in settings to have the choice to put it back ourselves.
This needs to happen sooner rather than later.

Please, please, treat this issue with the seriousness it deserves.
Ross.",1
Well said Ross! That is exactly the problem with this change.,2
I agree completely that the inconsistency between calendars is very annoying and has caused problems for us. Please go back to Sunday to Saturday or make everything Monday to Sunday or let us pick what we want.,1
Can someone from Xero please reply?  When can we have a standard Gregorian calendar back?,1
"Surely this should be user configurable? 
I don't want Sunday, that would annoy me greatly. My working week starts Monday.",2
"Well said, this should go back to week starting on Sunday as it's always been, the only thing I would suggest is that Xero adds the option for people to change it to Monday.
This change wastes loads of my working time as it really confuses me.",1
"I agree with everyone! Setting the calendar to Sunday thru Saturday for everything, including Invoices will benefit data entry as the calendar will be in sync with many other calendars and incorrect dates will no longer be a problem. An even better option to change the first day of the week to any preferred day would be great!",2
"Absolutely DETEST the Monday to Sunday Calendar. The rest of my Calendar world is Sunday to Saturday, and consistency is efficiency! Have had to interrupt my work flow too many times to actually THINK about what is in front of me to ensure it is done correctly. Very Disruptive to experience! If Xero requires a data format for data consistency, that's fine; but, I have a literal picture in mind when dealing with the Calendar and this change is definately a road to data entry errors at this end. Please provide a 'preference' for Calendar presentation or switch back to Sunday to Saturday Calendar presentation thru all of Xero.",1
"Yes, please address this issue, it is particularly frustrating and inefficient when managing multiple clients",1
This would be useful to understand whether the Contact is a Client and does not need to be added as a contact. Would reduce duplication.,2
Thats good as its terrible as is,2
"Not only this, existing contacts don't have this information available anymore. Also, if a phone number (mobile) was added specifically into the mobile number space for the contact, it is now gone. That's ridiculous!",1
"I couldn't update the salutation field and mobile field in Contacts - XPM

Why?",2
"Too few details to load when creating new contact for client.  I had to go to the job, then open the contact to complete the entry - the main thing I was initally missing was Mobile.  I want to capture all details at the first point, not have to go back and update later.",2
"This shouldn't be optional or subject to ""interest"". A middle name is a legal piece of information required for income tax returns.",1
Is there any update on when this fix might be released?,2
Same issue here.,2
Also they show exclusive of gst rather than inclusive,2
This is critical to efficiency of our team when searching for paid invoices - especially if we have long-standing clients who have heaps of invoices.,2
"I think this is something that really needs to be resolved. I raised this with support back in July and was told:

""The Product team is aware of similar functionality issues in XPM, and is working on resolving them – however, we are unable to place a timetable on this.""

This feels like a quick win for the product team, as the data is already linked — it just needs a hyperlink through to the Contact page. It would save users having to manually re-search the contact every time, and make navigation much more efficient.",2
Thanks so much :-),4
"Note:  This seems to vary between Users as for myself every time log off (or get logged off) reopens with only three Organisations and no Search function, whereas for my business partner he logs on to five Organisations and the Search function present.",2
Thank you for raising this. Yes it is very frustrating having to navigate to My Xero all the time. Please bring this search feature back.,1
"Another comment maybe, as a dev using Xero for my consultancy, consider using a multiset, balance-aware process of elimination.
Bank ↔ Xero 1:1 inside each (date, amount, merchant) bucket; import only the difference when Bank > Xero; flag extras when Xero > Bank.

Preserve real same-day duplicates (like filling up twice at a petrol station or if you pay for coffee twice at the same place throughout the day) and eliminate true feed dupes with full audit. Do this against the actual Statements and maybe put a mechanism in place to automatically unreconcile transactions already reconciled by accident if a true duplicate is found and both the original and duplicate have been reconciled against something by mistake.",2
"I agree, just the addition of a single column, but for those of us with multiple staff and hundreds of entities being managed, it's vital to know who at a glance who to direct queries to.",2
Another option may be to make the Favourite Reports heading a link to all  favourited reports.,2
"It seems to default to 1 July 1970 when its a blank , which is incredibly irritating as we now have dates in previously blank fields",2
"I'm still annoyed by the having to click into the search to start searching, I want to click it and type, not then click into it, to type...  More clicks....  meant to be more efficient, not less efficient.",1
"Today, clicking search, it now brings up a Welcom bank side bar, and no way to search...  I see search, but can't use it...  I feel like this is my daily journal now LOL.",1
"Oh, I found it under the hamburger icon, now I have to click search, then click the hamburger icon, then click search, then click into search to search.  Come on now team, this is getting worse...  The government will be very concerned with the drop in my productivity...    .·°՞(˃ ᗜ ˂)՞°·.",1
"Please please bring back the single click search, I don't mind the pop out side function but don't want to have to click into it. I find myself frequently realising that I've been typing and nothing is happening as I haven't clicked in the correct search box.",1
Wow I didn't know. Where do I find history and notes?,2
"Never mind, found it. That is perfect thank you",3
This is a major issue and time waster for us.  Especially when you have a large group to close.,2
"I need to order by date my expenses
In Expenses, Your own, New Expense.... I cannot find a method to have this record listed by date order - most recent at the top. 

As I run through my debit/credit cards the fact that the list of expenses claimed, as listed, makes it very hard work to establish if a claim has already been entered...have to run up and down the list to find (or otherwise) the entry...would be so much easier if listed by date, and other fields required in submitting the expense - anyone any ideas?",2
"We urgently need to be able to sell on units of measure in Xero.  Very limiting that you can only send one of an item",1
"We need this ASAP",2
"This is very much needed in the construction industry as well.",2
"A Unit of measure of mm is crucial. And I am pretty sure I know how Xero can cater to the needs of any unit.

You've gotta ask how you measure a unit at the start and for stocktake.

When I get units in, it is in mm, so when it starts, I change a setting from Units of Unit to mm increments, from there I say how many mm I acquire and then between here and stocktake, this is the data that is required for reporting purposes.

When assessing how to track this, ideally you need to know how to accommodate it, and when you know the item and you know the unit, you can see ""Units sold"" and it's 50 units is equal to 50mm based on the Original setting for that item versus say a physical item of a filter which 50 units would be a Unit qty of 50 of these.

Either way, it's 50 and 50, 50 qty of either, but 50 in a different metric of units from Unit to metric milimetres.

I support this feature and unfortunately this will be the achilies heel for my business operations which run on exactly the metric measurement which is difficult to implement without paying $200.00 per month which would wipe out all profits unfortunately.

Doing things harder at this point is working smarter.",1
"Frankly. Zero is NOT for businesses. It's barely a business itself. Do the smart thing and use literally ANY other option. Seriously. 

How is GNUCash able to be more usable for growing businesses than Xero?!?!",0
"Inventory management is a core component of any accounting software—especially for trading or other businesses where goods movement, pricing accuracy, and stock control are vital. However, there is a noticeable gap in Xero’s current inventory and purchasing workflow that impacts internal controls and cost accuracy.

At present, there is no mechanism in Xero that ensures the Storekeeper or Receiver is clearly informed about what exactly is expected to be received as per the Purchase Order. This creates a control issue—the receiving personnel may not have visibility over item descriptions, quantities, or agreed pricing, leaving room for errors, mismatches, or even misuse.

Further compounding the issue is the lack of clarity and integration around units of measure (UOM). An item’s cost can vary significantly based on the UOM used (e.g., carton, box, unit), and if this is not clearly defined in the Purchase Order and matched at the time of receipt, the price comparison and procurement approval process becomes ineffective. This not only undermines cost control but can also lead to accounting discrepancies.",1
Adding units of measure is critical for our business as well.  We can sell a product individually or as a box.  We can also sell the same item from different supplier but their box quantities are different so without the unit of measure the pricing is confusing and off-putting to customers.  we have lost customers or they have delayed payment of invoices as they are querying the price attached to the line item as we are not realising that he box is larger.  It is not good for business.,1
Unfortunately this is a deal breaker for moving from MYOB ... even though we are VERY unhappy with MYOB at the moment (after 30 years),0
"I’d like to request the addition of a ""Unit of Measurement (UOM)"" column in the Invoice module. This feature is essential for businesses that sell goods or services in varying units such as kilograms, liters, meters, boxes, hours, etc.

Currently, we have to manually include the UOM in the item description, which:
- Reduces clarity and consistency across invoices
- Makes reporting and inventory tracking more difficult
- Increases the risk of human error

Suggested Implementation:
- Add a dedicated UOM field in the Products and Services setup
- Display the UOM column in invoices, quotes, and bills
- Allow customization of UOMs (e.g., kg, m², pcs, hrs) per item

Benefits:
- Improved invoice clarity and professionalism
- Better support for inventory-based businesses
- Enhanced integration with third-party apps and reporting tools

This feature would be a valuable enhancement for many users across industries. Thank you for considering this request!",3
Please do this as the way the accounts likes certain things to be displayed in Xero won't necessarily be the same for the client. It' frustrating having to change it all the time.,1
"https://chromewebstore.google.com/detail/xero-navigation/nimnmopdaaicppnngkapackhkfpjhgna
Above Chrome extension could help with the Xero navigation, feel free to use and suggestions are welcome.",3
This is fantastic such a time saver!! Are there any plans to implement this in bills as well? Again this would be a huge time saver being able to not have to keep moving from keyboard to mouse and back for every single bill.,4
"At some point a xero update has stopped my full invoice numbers being in the PDF filenames when emailing through xero (but is fine when you ""Print PDF""). It looks unprofessional and is meaning I am now downloading invoices and sending them using Outlook rather than using the xero email functionality.",1
"It would be great if you could update the Invoice PDF file naming. Currently, when the file is saved it duplicates the word invoice (and abbreviation). It would save users a lot of time to not have to manually rename their invoice files.",2
This is so archaic. Please allow us to remove the term invoice from the start of the invoice pdf. As others have stated having to manually remove this on every invoice is archaic for such an up to date system. Invoice-INV - who does that. Thanks.,1
"Edit the naming structure of PDF files sent from Xero | 

Is this a function yet?  

Its crucial our company is able to include the customers name and the reference within the PDF invoice.  We are having to rename PDFs to ensure it meets our policies and document control functions.  Xero is causing us more work in this respect.",2
"Yes I need this.  I have just queried this being done 
I want to change the file name of the invoice so it sends as ""COMPANY NAME INV-0048"" not ""Invoice INV-0048""

I know how to change the default prefix on an invoice, but that isn't what I want. And I know how to change the default subject line on the email template that accompanies the invoice, but it is the actual name of the electronic PDF file that I want to change as a default. What I mean by that is instead of the PDF file being named ""Invoice INV-0791"" I want it to automatically be called ""COMPANY NAME INV-0781"". As sending supporting supplier invoices to clients/customers/tenants is proving confusing to them when our invoice is called ""Invoice INV-0781"" but where the supporting supplier bill is also generated in Xero is then called ""Invoice INV-36955"". I don't want to have to start downloading to rename everything before attaching to the invoice we want to send. If our default invoice word could just be named directly from Xero, we could continue as we are.  
I am all for working smarter not harder!!",1
"I need this too.  I can only assume that Xero has a team of developers on staff, and if that's the case, is it really that difficult to implement such a simple amendment in the coding to customise the name of the output PDF ?  

I guess we just have to continue to be patient ... oh, but another Xero price increase this year.",0
"Cannot believe such a simple idea to implement, yet you choose not to listen to your customers.

Baffles me.

for example the file name when saving a CIS has clear and precise naming of the document, the customer or supplier and the date all within its file name.

many of the reports are saveable with clear and precise naming of the document.

Our quotes are being sent out as ""Quote-QU-25XXX"", but when you receive them, the ""-"" is being removed, so they are being received as ""QuoteQU25XXX"" works ok with invoices, but not quotes.",1
"To add to the examples already given for where this is needed - I need to send out self bill invoices. I have used the workaround in purchase orders to create these in Xero, but when I send them to the supplier the document is named ""Purchase order...."". This is unprofessional and confusing. Being able to edit the pdf name would remove this issue.
Until e-invoicing is mandated and we need a proper solution for self bill invoices in Xero.",1
"yes for small organizations that are run by a number of volunteers, it is very important to be able reconcile these clearing accounts on a regular basis without having to export to excel. particularly important if these organizations undertake audits",2
"I can't for the life of me work out why this is not a high priority of XERO Development. It is very basic functionality in all Accounting Software other than XERO. It definitely costs my clients, because I have to do all of this reconciling manually via Excel, which is such a waste of time and means my XERO clients pay more for things like BAS Checks and End of Year Checks, than comparitive sized clients that use other software. Why your company won't recognise this is infuriating and is the sole reason why XERO is not my number 1 referred software, as everything else about it is great.",1
This is another feature that QuickBooks Online allows which is complete game charger to maintaining control over these accounts and saving bookkeeper time.  Complete bananas that Xero doesn't offer this,2
"Yes, Leila Rubner-Petersen,
But Quackbooks is terrible in all other respects, so I would rather stick with not being able to reconcile properly in Xero :)
There are other new accounting apackages which allow this - cheaply!",3
"Please add the functionality to automatically add late payment fees with the invoice reminder settings. this can be as simple as the product ""Late Fee"" being automatically added as a line item when the invoice reminder triggers",2
"A Solution for Late Payment Interest and Fees (Including Part-Paid Invoices)

Hi everyone,

I noticed this feature request and wanted to share a tool that could help:  https://stagepay.app/late-fees

StagePay automates the process of applying late fees and interest to invoices, saving you time and ensuring nothing gets missed. Here’s how it tackles the issues mentioned:

Automatic application of late fees and interest—choose between flat fees, percentages, interest rates, or even multiple concurrent late fees and interest charges.

Handles part-paid invoices seamlessly by applying fees or interest only to the remaining unpaid portion.

Customisable notifications and reminders—you can set up automatic emails or messages to notify clients when fees or interest are applied, along with payment reminders.

Custom late fee and interest policies tailored to your business, so you’re always in control of how and when charges are applied.

No monthly subscription cost—StagePay only charges a small transaction fee when your clients make payments by credit card.

Everything happens seamlessly, with notifications sent to your clients as soon as a fee or interest is applied. No need to manually intervene or recreate invoices—it’s all automated and clear.

If this sounds like something that could help, check it out at https://stagepay.app/late-fees

Thanks

John",2
Any update on this? Seems as though it is a standard feature with Quickbooks.,2
"Any update on a solution for adding Late Payment Fees automatically?
It's been nearly a year since the last update on this subject.",2
"When are you guys going to add the interest on late payment function, it's really annoying not having it included in your program? Why do we need to pay for another app?",1
"Looks like this has been an ongoing issue with Xero since 2022.  Come on Xero.  It's time to start listening to your customers, pull your finger out and include this in your software.",1
Being able to add interest to an overdue account should just be an integral part of Xero system that we pay for. Why is this so hard for Xero to implement??,1
Is this really that hard? What does xero do when customers miss payments to xero?,2
Would love to see an interest feature rather than having to use Excel spreadsheets and then check back and forth that Excel and Xero balance after the manual entry of an interest invoice in Xero.,2
Any update on this vital feature in Xero? With so many late payers these days I need an easy to use function to be able to calculate and add interest and late payment fees. An update would be appreciated as it's been a year since the last one...,2
"There should be a section on the invoice to remind the customer of the payment terms of the contract, and the late payment interest should calculate automatically based on the payment terms. This is a simple automation. Please add it ASAP!",2
"Exactly - thank you James. I don't care for the cottage industry trying to cash on Xero users hitting the Trough of Disillusionment. This is Xero's fundamental lack of functionality to solve. Xero should at the very least, give their users the ability to add this into Statements with custom fields. 

I guess their business analysts are too busy coming up with features nobody wanted and the developers are too busy playing Tetris.",1
"I agree this is an issue that needs to be solved for all of us.  That being said, as a Xero user, I feel we should keep our comments to what is needed to better the software.  Each of us have different needs for the software and what is used by one company may not be important to another.",3
"Brenda, it is important that xero remains competitive within its market, their products and services especially so. The fact that there are other companies achieving this feature and they have seen the gaint hole in xero so they have made it an app to pay for and use within xero, shows the complete failer of xero listening to their customers.
This thread has gained a fair amount of traction in the last few weeks, xero are even failing to acknowledge it with an update.",1
"If you want a response from Xero, you will need to post it on Trustpilot.",2
"Hi Antoinette

RE: ""If you want a response from Xero, you will need to post it on Trustpilot."" 

I have never seen a response from Xero from any platform, so will put a post on Trustpilot and see what happens.",2
"Hi Alison

I figured that at the very least, others will know what is happening within Xero and its shortfalls.

I have previously posted on Trustpilot and listed all of my concerns, including the lack of service.",2
"It's insane that this request started in 2012!


Reached out for a advice on dealing with interest and fees earned after a invoice has begun being paid (multiple payments) But support have zero interest in helping find workarounds for their systems and offer no actual ideas on the usage of their software. As soon as they have more than one response to a request they resort to the classic 'speak to a tax advisor as this has tax implications' in other words Fu%$ off we don't want to pay for any actual support. and this statement protects us in all situations",0
"Wow. Xero just released a bunch of innovations we simply can't live without. Like keyboard shortcuts, a calculator and an AI to make the mistakes for you. How did we ever manage without a calculator? What are we going to do with all the time we win back with keyboard shortcuts and an AI hallucinating in our financial workflow?

Of course, this (and Tetris) prevented them from getting to the features that stupid business owners who know nothing about their own actual requirements asked for.

We shouldn't complain though because they are increasing the price by >10% to reflect this customer-centric approach. Go Xero!",1
"Hi Tjaart van der Walt

Love your post. It is so true, but I could not stop laughing until I read the part about increasing prices.",2
"Tjaart, I feel your pain, and now this morning I got an e-mail that Xero is retiring Pay Runs for global customers.  Without providing alternative.  So instead of getting functionality we ask for, we get it taken away.",1
"This request turned 13 last month and probably deserves a name by now.

We shall call him Bill O Verdue. Happy birthday Billy - you are old enough for an Insta account! Even though Xero are uncaring parents, this community does care deeply about you.

We can't buy you a gift for your birthday (too many people owe us money, see), but we can give you the gift of knowledge. Your word of the day is : www.merriam-webster.com/slang/enshittification",1
First time here searching for this feature.  Shocked to learn that it's been in the pipeline of ideas for 3 years!!!  3 years?  Really?,0
"Lisa Diamond- Welcome to Xero product ideas, where important product feature requests go to die.  Or just ignored for decades.  It's been over THIRTEEN years Xero seriously!!",0
"@Nicole Neale ... spot on!! I'm new to this thread, but have been on a few other threads for YEARS!!!

And here we are, another fairly standard function that Xero doesn't provide, and clearly has no intention of providing. Meanwhile, they have a fancy new invoicing system that offers a whole bunch of **** that no one asked for!

I'd say Do Better Xero, but why would I bother?!",0
Is there going to be any traction on this?  CCH had the ability to do it easily.,2
"This needs to be addressed, a standard feature with other software providers.",2
"Yeah kind of wild this isn't in XERO already?

I mean surely this is like 2 days to code max?
I've coded a similar thing to an in-house invoicing system in like 5 hours solo.",2
"Lawyers, migration agents, and other services require deposits to clients' accounts that will be invoiced when the job is done. The deposits are usually large, and customers prefer using credit cards to pay for the services. 
Xero offers prepayments as a tool to reflect deposits, but it does not provide online payments as an option to pay with credit cards, and businesses have to provide the credit card option manually, which is neither convenient for customers nor for businesses. 
Please provide the ability to add an online payment feature for prepayments.",2
